Method,Parameter,Seed,Trial ID,QD Score,Coveragestochastic,0.05,1111,10,,
stochastic,0.05,1111,10,,
stochastic,0.05,2222,10,,
stochastic,0.05,3333,10,,
stochastic,0.05,4444,10,,
stochastic,0.05,Mean,Mean,,
stochastic,0.05,STD,STD,,
stochastic,0.1,1111,11,,
stochastic,0.1,2222,11,,
stochastic,0.1,3333,11,,
